codigo_ocorrencia;uf;codigo_aeronave;equipamento;tipo_motor;ano_fabricacao;categoria_aviacao;tipo_operacao;quantidade_fatalidades;codigo_fator;aspecto;mes;ano;dia_semana;hora
29861;RJ;9282;AVI«O      ;PIST«O    ;1948;ESPECIALIZADA       ;ESPECIALIZ;0;11523                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2007; 7; 18
29895;MA;4065;AVI«O      ;PIST«O    ;1977;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 7; 2007; 7; 11
29915;RJ;8237;AVI«O      ;TURBO?LICE;1976;TµXI A?REO          ;TµXI A?REO;0;11527                                                                                                                           ;ASPECTO M√âDICO              ; 7; 2007; 5; 8
29916;RJ;9285;AVI«O      ;PIST«O    ;1958;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 6; 2007; 3; 20
29918;GO;4631;AVI«O      ;PIST«O    ;1976;INSTRUÄ«O           ;INSTRUÄ«O ;0;11532                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2007; 3; 19
29936;AL;9288;AVI«O      ;PIST«O    ;1980;TµXI A?REO          ;TµXI A?REO;1;11535                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 7; 2007; 5; 9
29955;MT;5066;HELIC‡PTERO;TURBOEIXO ;1989;ADMINISTRAÄ«O INDIRE;PRIVADA   ;0;11544                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2007; 4; 18
29975;SC;2486;AVI«O      ;PIST«O    ;1990;INSTRUÄ«O           ;INSTRUÄ«O ;0;11556                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2006; 1; 13
29976;GO;9091;AVI«O      ;TURBO?LICE;2001;ADMINISTRAÄ«O DIRETA;POLICIAL  ;0;11559                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2006; 6; 13
29977;PR;3425;AVI«O      ;PIST«O    ;1968;PARTICULAR          ;PRIVADA   ;0;11563                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2006; 5; 20
29995;RS;9296;AVI«O      ;PIST«O    ;1993;ESPECIALIZADA       ;ESPECIALIZ;0;11566                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2007; 4; 15
30016;AM;9297;AVI«O      ;PIST«O    ;1977;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 7; 2007; 2; 16
30035;PI;9298;AVI«O      ;PIST«O    ;1974;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 3; 2007; 6; 23
30036;BA;9299;AVI«O      ;TURBO?LICE;1985;TµXI A?REO          ;TµXI A?REO;0;11573                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2007; 3; 23
30037;MT;9300;AVI«O      ;PIST«O    ;2002;AGR÷COLA            ;AGR÷COLA  ;0;11575                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2007; 5; 20
30039;MG;3953;AVI«O      ;PIST«O    ;1972;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 4; 2007; 3; 11
30040;RS;3413;AVI«O      ;PIST«O    ;1981;AGR÷COLA            ;AGR÷COLA  ;0;11577                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 3; 2007; 6; 19
30041;SP;8970;AVI«O      ;TURBO?LICE;1987;REGULAR             ;REGULAR   ;0;11584                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2007; 6; 20
30044;ES;9305;AVI«O      ;PIST«O    ;1962;PARTICULAR          ;PRIVADA   ;0;11590                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2007; 7; 12
30045;PA;9306;AVI«O      ;PIST«O    ;1971;TµXI A?REO          ;TµXI A?REO;0;11595                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2007; 5; 16
30179;PR;9320;AVI«O      ;PIST«O    ;1975;PARTICULAR          ;PRIVADA   ;0;15558                                                                                                                           ;***                          ; 8; 2007; 6; 19
30180;AM;9321;AVI«O      ;PIST«O    ;1978;TµXI A?REO          ;TµXI A?REO;0;11605                                                                                                                           ;ASPECTO M√âDICO              ; 8; 2007; 5; 12
30181;DF;8710;HELIC‡PTERO;TURBOEIXO ;1985;INSTRUÄ«O           ;POLICIAL  ;3;11608                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 8; 2007; 5; 17
30250;AC;9323;AVI«O      ;PIST«O    ;1977;TµXI A?REO          ;TµXI A?REO;0;11617                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 8; 2007; 3; 20
